Dim,Key,TempoM
7392,7391,0.000302
7402,7401,0.000113
7412,7411,0.000126
7422,7421,0.000153
7432,7431,0.000111
7442,7441,0.000129
7452,7451,2e-05
7462,7461,0.000111
7472,7471,0.00014
7482,7481,7.7e-05
7492,7491,0.000102
7502,7501,7.20001e-05
7512,7511,0.000141
7522,7521,0.000182
7532,7531,5.29999e-05
7542,7541,6.79999e-05
7552,7551,0.000201
7562,7561,7.6e-05
7572,7571,0.000179
7582,7581,0.000305
7592,7591,6.80001e-05
7602,7601,0.000173
7612,7611,0.000357
7622,7621,0.000228
7632,7631,4.6e-05
7642,7641,0.000274
7652,7651,8.29999e-05
7662,7661,-0.00063
7672,7671,8.80001e-05
7682,7681,0.000125
7692,7691,0.000298
7702,7701,0.000191
7712,7711,0.000197
7722,7721,0.000225
7732,7731,0.000107
7742,7741,0.000216
7752,7751,7.79999e-05
7762,7761,0.000234
7772,7771,0.000115
7782,7781,0.000924
7792,7791,-0.000204
7802,7801,0.000476
7812,7811,0.000517
7822,7821,0.000171
7832,7831,-0.000537
7842,7841,0.000191
7852,7851,0.000219
7862,7861,0.000199
7872,7871,0.000131
7882,7881,0.000441
7892,7891,4.40001e-05
7902,7901,0.000212
7912,7911,7.40001e-05
7922,7921,0.00029
7932,7931,0.000204
7942,7941,9.2e-05
7952,7951,-0.00048
7962,7961,0.000297
7972,7971,0.000255
7982,7981,0.000213
7992,7991,-0.000319
8002,8001,0.000105
8012,8011,6.3e-05
8022,8021,0.000193
8032,8031,0.000157
8042,8041,0.000132
8052,8051,8.10002e-05
8062,8061,0.000202
8072,8071,0.00018
8082,8081,0.000422
8092,8091,0.000449
8102,8101,9.00007e-06
8112,8111,0.000255
8122,8121,0.000263
8132,8131,5.39999e-05
8142,8141,0.000139
8152,8151,0.00045
8162,8161,0.000162
8172,8171,0.000302
8182,8181,0.000165
8192,8191,0.00026
8202,8201,-1.00001e-06
8212,8211,0.000243
8222,8221,-6e-05
8232,8231,0.000249
8242,8241,0.00024
8252,8251,-7.20001e-05
8262,8261,0.000221
8272,8271,0.000409
8282,8281,-0.000152
8292,8291,0.000216
8302,8301,3e-05
8312,8311,0.000194
8322,8321,0.000185
8332,8331,-5.10002e-05
8342,8341,0.000236
8352,8351,0.000442
8362,8361,4.29999e-05
8372,8371,0.000193
8382,8381,0.000207
8392,8391,0.000109
8402,8401,0.000182
8412,8411,6.89998e-05
8422,8421,0.000261
8432,8431,0.000172
8442,8441,0.000119
8452,8451,0.000199
8462,8461,0.000287
8472,8471,8.8e-05
8482,8481,0.000329
8492,8491,5.6e-05
8502,8501,4.60001e-05
8512,8511,0.000296
8522,8521,0.000213
8532,8531,0.000303
8542,8541,4.30001e-05
8552,8551,0.000169
8562,8561,0.000104
8572,8571,1.69999e-05
8582,8581,0.000158
8592,8591,3.2e-05
8602,8601,0.000244
8612,8611,0.000434
8622,8621,-7.00005e-06
8632,8631,0.000182
8642,8641,0.000299
8652,8651,0.000151
8662,8661,0.000299
8672,8671,0.000141
8682,8681,0.000209
8692,8691,0.000186
8702,8701,0.00022
8712,8711,0.000239
8722,8721,8.09999e-05
8732,8731,-0.000187
8742,8741,0.000167
8752,8751,0.000316
8762,8761,0.000157
8772,8771,0.000124
8782,8781,0.000156
8792,8791,8.29999e-05
8802,8801,0.000219
8812,8811,0.000201
8822,8821,0.000187
8832,8831,0.000221
8842,8841,0.000158
8852,8851,0.000163
8862,8861,0.000504
8872,8871,9.5e-05
8882,8881,0.000312
8892,8891,3.1e-05
8902,8901,7.60001e-05
8912,8911,0.000315
8922,8921,0.00017
8932,8931,0.000293
8942,8941,0.000113
8952,8951,0.000241
8962,8961,3.80001e-05
8972,8971,9.2e-05
8982,8981,0.000204
8992,8991,9.8e-05
9002,9001,0.000188
9012,9011,0.000204
9022,9021,9.8e-05
9032,9031,0.000271
9042,9041,8.8e-05
9052,9051,0.000265
9062,9061,0.000199
9072,9071,0.000177
9082,9081,0.000219
9092,9091,1.10001e-05
9102,9101,0.00021
9112,9111,0.000382
9122,9121,0.00013
9132,9131,0.000413
9142,9141,-6.00005e-06
9152,9151,0.000188
9162,9161,0.000149
9172,9171,0.000139
9182,9181,0.000233
9192,9191,3.90001e-05
9202,9201,0.000213
9212,9211,0.00017
9222,9221,0.000257
9232,9231,0.000257
9242,9241,0.00023
9252,9251,0.000256
9262,9261,5.9e-05
9272,9271,0.000181
9282,9281,0.000219
9292,9291,0.000165
9302,9301,0.000798
9312,9311,0.000125
9322,9321,0.000898
9332,9331,-0.000508
9342,9341,-0.000624
9352,9351,0.000188
9362,9361,0.000174
9372,9371,0.000288
9382,9381,0.000406
9392,9391,0.000136
9402,9401,0.00027
9412,9411,8.29999e-05
9422,9421,0.000189
9432,9431,0.000182
9442,9441,0.000225
9452,9451,-0.00104
9462,9461,0.000214
9472,9471,0.000109
9482,9481,0.000233
9492,9491,0.000379
9502,9501,6.2e-05
9512,9511,0.000466
9522,9521,0.000186
9532,9531,0.000244
9542,9541,3.9998e-06
9552,9551,0.000303
9562,9561,0.000414
9572,9571,0.000229
9582,9581,0.000248
9592,9591,-6.00005e-06
9602,9601,0.000175
9612,9611,-9.79998e-05
9622,9621,0.000168
9632,9631,0.001508
9642,9641,0.000195
9652,9651,-3.7e-05
9662,9661,0.000299
9672,9671,0.000305
9682,9681,-1.30001e-05
9692,9691,0.000201
9702,9701,-0.000475
9712,9711,0.000448
9722,9721,7.10001e-05
9732,9731,0.00012
9742,9741,6.39998e-05
9752,9751,0.000308
9762,9761,0.000358
9772,9771,0.000251
9782,9781,0.000326
9792,9791,-6.7e-05
9802,9801,0.000242
9812,9811,0.000155
9822,9821,0.000405
9832,9831,0.000167
9842,9841,0.000117
9852,9851,0.000159
9862,9861,0.000242
9872,9871,0.000125
9882,9881,0.00013
9892,9891,0.00018
9902,9901,0.00014
9912,9911,0.000258
9922,9921,0.000156
9932,9931,0.000163
9942,9941,0.000561
9952,9951,0.000183
9962,9961,0.000303
9972,9971,3.1e-05
9982,9981,0.00028
9992,9991,-0.00019
